t,atm,nr1s,nr1o,nr1x,nr2s,nr2o,nr2x,nr3s,nr3o,nr3x,fc,fp,ff,fmp,fvp,fcp,sp
20260526T120000Z,751,752,4828,C,747,4628,C,755,3121,C,752,738,738.5915,723,747,747,750.95
20260526T133500Z,751,752,4828,C,747,4628,C,755,3121,C,752,714,739.0585,723,752,747,750.81
20260526T163000Z,751,752,4828,C,747,4628,C,755,3121,C,752,714,739.0585,723,752,747,750.81
20260526T195500Z,749,750,3029,C,748,4610,C,751,2069,C,756,745,747.6237,727,745,745,749.23
20260527T120000Z,753,752,2397,C,754,2121,C,751,2932,C,755,745,751.4297,735,760,758,752.965
20260527T133500Z,751,751,2932,C,752,2397,C,750,6227,C,755,745,751.3271,735,755,734,751.405
20260527T163000Z,749,749,2789,C,750,6227,C,748,3172,P,755,745,749.3194,735,740,734,749.06
20260527T195500Z,749,749,2789,C,750,6227,C,748,3172,P,755,745,749.3194,735,740,734,749.06
20260528T120000Z,749,749,7719,C,748,9566,P,750,21549,C,760,748,748.8343,535,740,760,748.7
20260528T133500Z,749,749,7719,C,750,21549,C,748,9566,P,760,748,749.0317,535,740,739,749.055
20260528T163000Z,754,754,5783,C,755,29219,C,753,4608,C,760,750,750.6893,535,760,760,754.445
20260528T195500Z,755,755,29219,C,754,5783,C,756,5070,C,760,750,750.6843,535,760,760,754.84
20260529T120000Z,753,753,4492,C,752,4592,P,754,4404,P,756,750,755.528,745,750,750,752.73
20260529T133500Z,756,756,4617,C,755,6822,C,757,2096,C,756,750,755.5141,745,750,750,755.815
20260529T163000Z,756,756,4617,C,755,6822,C,757,2096,C,756,750,755.5141,745,750,750,755.815
20260529T195500Z,756,756,4617,C,755,6822,C,757,2096,C,756,750,755.5141,745,750,750,755.815
20260601T120000Z,759,758,3179,C,760,3179,C,757,3744,C,760,750,757.1157,757,755,750,758.55
20260601T133500Z,756,756,3471,P,755,5374,P,757,3744,C,760,750,757.1144,757,750,750,755.9
20260601T163000Z,756,756,17740,P,755,13119,P,757,15753,C,758,755,756.9664,751,750,753,755.9
20260601T195500Z,756,756,17740,P,755,13119,P,757,15753,C,758,755,756.9664,751,750,753,755.9
20260602T120000Z,756,756,17740,P,755,13119,P,757,15753,C,758,755,756.9664,751,750,753,755.9
20260608T120000Z,743,743,3136,C,744,2369,P,742,2187,C,745,716,736.3559,753,745,750,743.11
20260608T133500Z,744,744,2369,P,743,3136,C,745,3976,C,745,716,736.3832,753,745,750,743.515
20260608T163000Z,743,743,3136,C,742,2187,C,744,2369,P,750,735,738.1379,753,755,750,742.515
20260608T195500Z,739,740,2217,P,730,2767,P,750,2498,P,755,730,753.8,756,755,730,739.395
20260609T120000Z,743,740,2738,P,750,3910,P,753,2546,P,760,740,757.4594,753,750,720,742.845
20260609T133500Z,744,740,2738,P,750,3910,P,753,2546,P,760,740,757.4594,753,750,720,743.51
20260609T163000Z,732,740,2738,P,720,4917,P,750,3910,P,760,720,757.4594,753,720,720,731.97
20260609T195500Z,733,740,2738,P,720,4917,P,750,3910,P,760,720,757.4594,753,720,720,732.77
20260610T120000Z,730,758,2067,C,771,2077,C,781,2114,C,759,730,753.9571,759,758,755,730.215
20260610T133500Z,733,758,2067,C,771,2077,C,781,2114,C,759,730,753.9571,759,771,755,733.125
20260610T163000Z,729,758,2067,C,771,2077,C,781,2114,C,759,727,753.9571,759,771,755,729.26
20260616T195500Z,751,751,7586,C,750,7984,C,752,4356,C,751,735,752.738,741,755,756,750.54
20260617T120000Z,750,750,46035,C,751,10484,C,749,7838,P,755,748,750.9205,595,745,730,750.38
20260617T133500Z,751,751,10484,C,750,46035,C,752,13332,P,755,748,750.8982,595,745,730,750.515
20260617T163000Z,751,751,10484,C,750,46035,C,752,13332,P,755,748,750.9093,595,745,730,750.76
20260618T120000Z,741,741,7834,P,742,10585,P,740,49986,C,755,732,741.4723,595,730,730,741.48
20260618T133500Z,747,747,15704,P,746,13632,C,748,16797,P,750,735,746.8863,555,760,730,746.63
20260618T163000Z,746,746,13632,C,747,15704,P,745,60251,P,750,725,746.5957,555,760,730,746.075
20260618T195500Z,747,747,15704,P,748,16797,P,746,13632,C,750,747,746.4743,555,760,750,747.395
20260622T120000Z,747,745,3186,P,750,3752,C,751,2427,C,753,740,745.0501,751,753,758,747.01
20260622T133500Z,748,748,2396,C,747,3938,P,750,6324,C,751,746,747.5792,751,756,756,748.09
